Updated Paths Log:
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\index.html | Original: wp-content/uploads/2021/08/Transmission-1024x683.jpg | New: wp-content/uploads/2021/08/Transmission-1024x683.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\index.html | Original: ..wp-content/uploads/2021/10/Community-Involvement-WPE-2-1-e1638286105126.jpg | New: ..wp-content/uploads/2021/10/Community-Involvement-WPE-2-1-e1638286105126.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/11/LEM-MYR-Group-family-is-born-Nansemond-River-Project-012-3-scaled.jpg | New: ../..wp-content/uploads/2021/11/LEM-MYR-Group-family-is-born-Nansemond-River-Project-012-3-scaled.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/08/arrow-down.svg | New: ../..wp-content/uploads/2021/08/arrow-down.svg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/10/InTheLate1800sLEMyersHistory_MyersEdison.jpg | New: ../..wp-content/uploads/2021/10/InTheLate1800sLEMyersHistory_MyersEdison.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/10/InThe1900LEMOptionChicagoDowntown.jpg | New: ../..wp-content/uploads/2021/10/InThe1900LEMOptionChicagoDowntown.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/11/Christmas-lights-City-and-County-Building-2-3-1600x1028.jpg | New: ../..wp-content/uploads/2021/11/Christmas-lights-City-and-County-Building-2-3-1600x1028.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/11/ESBoulos-1600x1092.jpg | New: ../..wp-content/uploads/2021/11/ESBoulos-1600x1092.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/10/InThe1940sLEMMilitary.jpg | New: ../..wp-content/uploads/2021/10/InThe1940sLEMMilitary.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/10/InThe1950sLEMT-Line.jpg | New: ../..wp-content/uploads/2021/10/InThe1950sLEMT-Line.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/10/Early1970sWPEPhoto.jpg | New: ../..wp-content/uploads/2021/10/Early1970sWPEPhoto.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/10/InThe1980sHuenNavyPierOPTION1.jpg | New: ../..wp-content/uploads/2021/10/InThe1980sHuenNavyPierOPTION1.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/10/InThe1980sHuenHughes-McGovernOPTION2-1200x1600.jpg | New: ../..wp-content/uploads/2021/10/InThe1980sHuenHughes-McGovernOPTION2-1200x1600.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/11/Prologis-Solar-w-Workers-1600x1065.jpg | New: ../..wp-content/uploads/2021/11/Prologis-Solar-w-Workers-1600x1065.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/11/LEM-MYR-Group-family-is-born-Nansemond-River-Project-012-3-1600x1067.jpg | New: ../..wp-content/uploads/2021/11/LEM-MYR-Group-family-is-born-Nansemond-River-Project-012-3-1600x1067.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/10/InThe2000sMYRPublicNASDAQ-scaled-e1635277957499-1600x680.jpg | New: ../..wp-content/uploads/2021/10/InThe2000sMYRPublicNASDAQ-scaled-e1635277957499-1600x680.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/10/InThe2000sLargerComplexProjLEM-MPRP-1600x899.jpg | New: ../..wp-content/uploads/2021/10/InThe2000sLargerComplexProjLEM-MPRP-1600x899.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/10/In2009-MYREBattleMtn-1600x899.jpg | New: ../..wp-content/uploads/2021/10/In2009-MYREBattleMtn-1600x899.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/11/EPC-HCLC-Sloan-Canyon-3-1600x1600.jpg | New: ../..wp-content/uploads/2021/11/EPC-HCLC-Sloan-Canyon-3-1600x1600.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/11/US-Canada-BLANK-MAP-1600x1600.jpg | New: ../..wp-content/uploads/2021/11/US-Canada-BLANK-MAP-1600x1600.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\about\history\index.html | Original: ../..wp-content/uploads/2021/11/Future-WELLS-SOLAR-FIELD-000-3-1600x1600.jpg | New: ../..wp-content/uploads/2021/11/Future-WELLS-SOLAR-FIELD-000-3-1600x1600.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\index.html | Original: ..wp-content/uploads/2024/03/Central-East-Energy-Connect_MYRE_LEM_In-Progress-35-scaled.jpg | New: ..wp-content/uploads/2024/03/Central-East-Energy-Connect_MYRE_LEM_In-Progress-35-scaled.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\index.html | Original: ..wp-content/uploads/2021/08/arrow-down.svg | New: ..wp-content/uploads/2021/08/arrow-down.svg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\index.html | Original: ..wp-content/uploads/2021/10/Transmission-Harry-Allen-El-Dorado-4-2-1-782x782.jpg | New: ..wp-content/uploads/2021/10/Transmission-Harry-Allen-El-Dorado-4-2-1-782x782.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\index.html | Original: ..wp-content/uploads/2021/10/Distribution-Handline-2-782x782.jpg | New: ..wp-content/uploads/2021/10/Distribution-Handline-2-782x782.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\index.html | Original: ..wp-content/uploads/2021/10/Substation-Keewatinohk-2-782x782.jpg | New: ..wp-content/uploads/2021/10/Substation-Keewatinohk-2-782x782.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\index.html | Original: ..wp-content/uploads/2021/10/Commercial-Industrial-Regional-Trans-Mgmt-Centre-BC-2-782x666.jpg | New: ..wp-content/uploads/2021/10/Commercial-Industrial-Regional-Trans-Mgmt-Centre-BC-2-782x666.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\index.html | Original: ..wp-content/uploads/2021/10/Transportation-Central-I-70-2-782x782.jpg | New: ..wp-content/uploads/2021/10/Transportation-Central-I-70-2-782x782.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\index.html | Original: ..wp-content/uploads/2021/10/Renewable-Energy-San-Juaquin-Solar-2-782x782.jpg | New: ..wp-content/uploads/2021/10/Renewable-Energy-San-Juaquin-Solar-2-782x782.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\index.html | Original: ..wp-content/uploads/2021/10/Emergency-Streetlight-Maint-2-782x782.jpg | New: ..wp-content/uploads/2021/10/Emergency-Streetlight-Maint-2-782x782.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\index.html | Original: ..wp-content/uploads/2021/10/EPC-Surry-Skiffs-Creek-020-2-782x782.jpg | New: ..wp-content/uploads/2021/10/EPC-Surry-Skiffs-Creek-020-2-782x782.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\index.html | Original: ..wp-content/uploads/2021/10/Project-Controls-Reporting-DSC00802-2-782x782.jpg | New: ..wp-content/uploads/2021/10/Project-Controls-Reporting-DSC00802-2-782x782.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\index.html | Original: ..wp-content/uploads/2021/10/Fleet-SPENCER-PAXTON-MA-NATIONAL-GRID-01-3-782x782.jpg | New: ..wp-content/uploads/2021/10/Fleet-SPENCER-PAXTON-MA-NATIONAL-GRID-01-3-782x782.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\index.html | Original: ..wp-content/uploads/2022/03/Wichita-KS-Storm-Sturgeon-21-1-782x782.jpg | New: ..wp-content/uploads/2022/03/Wichita-KS-Storm-Sturgeon-21-1-782x782.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\commercial-industrial-construction\index.html | Original: ../..wp-content/uploads/2021/10/Hero-Image-VancouverConventionCentre-2.jpg | New: ../..wp-content/uploads/2021/10/Hero-Image-VancouverConventionCentre-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\commercial-industrial-construction\index.html | Original: ../..wp-content/uploads/2021/08/arrow-down.svg | New: ../..wp-content/uploads/2021/08/arrow-down.svg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\commercial-industrial-construction\index.html | Original: ../..wp-content/uploads/2021/10/Image-1-WPE-Post-Office-2.jpg | New: ../..wp-content/uploads/2021/10/Image-1-WPE-Post-Office-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\commercial-industrial-construction\index.html | Original: ../..wp-content/uploads/2021/11/Image-2-Solar-Installations0182.jpg | New: ../..wp-content/uploads/2021/11/Image-2-Solar-Installations0182.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\commercial-industrial-construction\index.html | Original: ../..wp-content/uploads/2021/10/Image-3-Maine-Medical-Center-2.jpg | New: ../..wp-content/uploads/2021/10/Image-3-Maine-Medical-Center-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\commercial-industrial-construction\index.html | Original: ../..wp-content/uploads/2021/10/Denver-International-Airport-2-2-1600x1280.jpg | New: ../..wp-content/uploads/2021/10/Denver-International-Airport-2-2-1600x1280.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\commercial-industrial-construction\index.html | Original: ../..wp-content/uploads/2021/10/Eastern-Maine-Medical-Center-7-2-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/Eastern-Maine-Medical-Center-7-2-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\commercial-industrial-construction\index.html | Original: ../..wp-content/uploads/2021/10/one_chicago_square_-_full_complex_rendering_-_small_0.jpg | New: ../..wp-content/uploads/2021/10/one_chicago_square_-_full_complex_rendering_-_small_0.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\commercial-industrial-construction\index.html | Original: ../..wp-content/uploads/2021/10/Vancouver-Post-Office-The-Post-2021-6-16-3-2.jpg | New: ../..wp-content/uploads/2021/10/Vancouver-Post-Office-The-Post-2021-6-16-3-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\commercial-industrial-construction\index.html | Original: ../..wp-content/uploads/2021/10/Colby-Athletic-Center-001-2-2-1600x1066.jpg | New: ../..wp-content/uploads/2021/10/Colby-Athletic-Center-001-2-2-1600x1066.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\commercial-industrial-construction\index.html | Original: ../..wp-content/uploads/2021/10/Rocky-Mountain-Regional-VA-Medical-Center-5-2-1600x900.jpg | New: ../..wp-content/uploads/2021/10/Rocky-Mountain-Regional-VA-Medical-Center-5-2-1600x900.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\distribution-construction\index.html | Original: ../..wp-content/uploads/2021/10/Hero-Image-Wichita-KS-Storm-SECO-2.jpg | New: ../..wp-content/uploads/2021/10/Hero-Image-Wichita-KS-Storm-SECO-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\distribution-construction\index.html | Original: ../..wp-content/uploads/2021/08/arrow-down.svg | New: ../..wp-content/uploads/2021/08/arrow-down.svg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\distribution-construction\index.html | Original: ../..wp-content/uploads/2021/10/Image-1-Distribution-2.jpg | New: ../..wp-content/uploads/2021/10/Image-1-Distribution-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\distribution-construction\index.html | Original: ../..wp-content/uploads/2021/10/Image-2-Wichita-KS-Storm-SECO-26-2.jpg | New: ../..wp-content/uploads/2021/10/Image-2-Wichita-KS-Storm-SECO-26-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\distribution-construction\index.html | Original: ../..wp-content/uploads/2021/10/Oncor-Distribution-3-2-1200x1600.jpg | New: ../..wp-content/uploads/2021/10/Oncor-Distribution-3-2-1200x1600.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\distribution-construction\index.html | Original: ../..wp-content/uploads/2021/10/Sturgeon-Xcel-Distribution-5-2-1-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/Sturgeon-Xcel-Distribution-5-2-1-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\distribution-construction\index.html | Original: ../..wp-content/uploads/2021/10/City-of-Richland-Distribution-2021-3-12-2.jpg | New: ../..wp-content/uploads/2021/10/City-of-Richland-Distribution-2021-3-12-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\distribution-construction\index.html | Original: ../..wp-content/uploads/2021/10/Fleet-SPENCER-PAXTON-MA-NATIONAL-GRID-01-3-1600x1068.jpg | New: ../..wp-content/uploads/2021/10/Fleet-SPENCER-PAXTON-MA-NATIONAL-GRID-01-3-1600x1068.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\distribution-construction\index.html | Original: ../..wp-content/uploads/2021/10/Ameren-IL-Ice-Storm-05-4.jpg | New: ../..wp-content/uploads/2021/10/Ameren-IL-Ice-Storm-05-4.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\distribution-construction\index.html | Original: ../..wp-content/uploads/2021/10/SECO-CA-Workers-10-2-1600x1147.jpg | New: ../..wp-content/uploads/2021/10/SECO-CA-Workers-10-2-1600x1147.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\emergency-restoration\index.html | Original: ../..wp-content/uploads/2021/10/Hero-Image-Wichita-KS-Storm-SECO-24-2.jpg | New: ../..wp-content/uploads/2021/10/Hero-Image-Wichita-KS-Storm-SECO-24-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\emergency-restoration\index.html | Original: ../..wp-content/uploads/2021/08/arrow-down.svg | New: ../..wp-content/uploads/2021/08/arrow-down.svg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\emergency-restoration\index.html | Original: ../..wp-content/uploads/2021/10/Image-1-Ice-Storm-2.jpg | New: ../..wp-content/uploads/2021/10/Image-1-Ice-Storm-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\emergency-restoration\index.html | Original: ../..wp-content/uploads/2021/10/Image-2-Wichita-KS-Storm-SECO-15-2.jpg | New: ../..wp-content/uploads/2021/10/Image-2-Wichita-KS-Storm-SECO-15-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\emergency-restoration\index.html | Original: ../..wp-content/uploads/2021/11/Hurricane-Ida-6-1600x1200.jpg | New: ../..wp-content/uploads/2021/11/Hurricane-Ida-6-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\emergency-restoration\index.html | Original: ../..wp-content/uploads/2021/10/McCormick-Alternate-Care-Facility-for-Covid-19-2021-06-21-6-2-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/McCormick-Alternate-Care-Facility-for-Covid-19-2021-06-21-6-2-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\emergency-restoration\index.html | Original: ../..wp-content/uploads/2021/10/2020-SECO-Storm-Work-in-Midwest-after-derecho-2021-1-29-21-32.jpg | New: ../..wp-content/uploads/2021/10/2020-SECO-Storm-Work-in-Midwest-after-derecho-2021-1-29-21-32.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\emergency-restoration\index.html | Original: ../..wp-content/uploads/2021/10/GSWC-Hurricane-Isaias-1-3-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/GSWC-Hurricane-Isaias-1-3-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\epc-ipd-delivery-models\index.html | Original: ../..wp-content/uploads/2021/10/South-Street-Substation-5-2.jpg | New: ../..wp-content/uploads/2021/10/South-Street-Substation-5-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\epc-ipd-delivery-models\index.html | Original: ../..wp-content/uploads/2021/08/arrow-down.svg | New: ../..wp-content/uploads/2021/08/arrow-down.svg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\epc-ipd-delivery-models\index.html | Original: ../..wp-content/uploads/2021/10/Image-1-Surry-Skiffs-08-2.jpg | New: ../..wp-content/uploads/2021/10/Image-1-Surry-Skiffs-08-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\epc-ipd-delivery-models\index.html | Original: ../..wp-content/uploads/2021/10/Transmission-Harry-Allen-El-Dorado-4-2-1.jpg | New: ../..wp-content/uploads/2021/10/Transmission-Harry-Allen-El-Dorado-4-2-1.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\epc-ipd-delivery-models\index.html | Original: ../..wp-content/uploads/2021/10/Image-3-Marcy-New-Scotland-15-2.jpg | New: ../..wp-content/uploads/2021/10/Image-3-Marcy-New-Scotland-15-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\epc-ipd-delivery-models\index.html | Original: ../..wp-content/uploads/2021/10/Battle-Mountain-2-1600x899.jpg | New: ../..wp-content/uploads/2021/10/Battle-Mountain-2-1600x899.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\epc-ipd-delivery-models\index.html | Original: ../..wp-content/uploads/2021/10/Colby-Athletic-Center-001-2-2-1600x1066.jpg | New: ../..wp-content/uploads/2021/10/Colby-Athletic-Center-001-2-2-1600x1066.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\epc-ipd-delivery-models\index.html | Original: ../..wp-content/uploads/2021/09/Marcy-to-New-Scotland-6-VSG-2-1-1600x899.jpg | New: ../..wp-content/uploads/2021/09/Marcy-to-New-Scotland-6-VSG-2-1-1600x899.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\epc-ipd-delivery-models\index.html | Original: ../..wp-content/uploads/2021/10/Jimmy-Camp-Creek-Substation-1-2-1600x900.jpg | New: ../..wp-content/uploads/2021/10/Jimmy-Camp-Creek-Substation-1-2-1600x900.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\capabilities\epc-ipd-delivery-models\index.html | Original: ../..wp-content/uploads/2021/10/Limestone-Gibbons-Creek-Line-29-2-1200x1600.jpg | New: ../..wp-content/uploads/2021/10/Limestone-Gibbons-Creek-Line-29-2-1200x1600.jpg
